PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Survived_texto
242,1,3,"Murphy, Miss. Katherine ""Kate""",Mujer,21.5,1,0,15.5,Queenstown,0,Sobrevivió
243,0,2,"Coleridge, Mr. Reginald Charles",Hombre,29.0,0,0,10.5,Southampton,0,No sobrevivió
244,0,3,"Maenpaa, Mr. Matti Alexanteri",Hombre,22.0,0,0,7.125,Southampton,0,No sobrevivió
245,0,3,"Attalah, Mr. Sleiman",Hombre,30.0,0,0,7.225,Cherbourg,0,No sobrevivió
246,0,1,"Minahan, Dr. William Edward",Hombre,44.0,2,0,90.0,Queenstown,1,No sobrevivió
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",Mujer,25.0,0,0,7.775,Southampton,0,No sobrevivió
248,1,2,"Hamalainen, Mrs. William (Anna)",Mujer,24.0,0,2,14.5,Southampton,0,Sobrevivió
249,1,1,"Beckwith, Mr. Richard Leonard",Hombre,37.0,1,1,52.5542,Southampton,1,Sobrevivió
250,0,2,"Carter, Rev. Ernest Courtenay",Hombre,54.0,1,0,26.0,Southampton,0,No sobrevivió
251,0,3,"Reed, Mr. James George",Hombre,25.0,0,0,7.25,Southampton,0,No sobrevivió
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Mujer,29.0,1,1,10.4625,Southampton,1,No sobrevivió
253,0,1,"Stead, Mr. William Thomas",Hombre,62.0,0,0,26.55,Southampton,1,No sobrevivió
254,0,3,"Lobb, Mr. William Arthur",Hombre,30.0,1,0,16.1,Southampton,0,No sobrevivió
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Mujer,41.0,0,2,20.2125,Southampton,0,No sobrevivió
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Mujer,29.0,0,2,15.2458,Cherbourg,0,Sobrevivió
257,1,1,"Thorne, Mrs. Gertrude Maybelle",Mujer,35.0,0,0,79.2,Cherbourg,0,Sobrevivió
258,1,1,"Cherry, Miss. Gladys",Mujer,30.0,0,0,86.5,Southampton,1,Sobrevivió
259,1,1,"Ward, Miss. Anna",Mujer,35.0,0,0,512.3292,Cherbourg,0,Sobrevivió
260,1,2,"Parrish, Mrs. (Lutie Davis)",Mujer,50.0,0,1,26.0,Southampton,0,Sobrevivió
261,0,3,"Smith, Mr. Thomas",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
262,1,3,"Asplund, Master. Edvin Rojj Felix",Hombre,3.0,4,2,31.3875,Southampton,0,Sobrevivió
263,0,1,"Taussig, Mr. Emil",Hombre,52.0,1,1,79.65,Southampton,1,No sobrevivió
264,0,1,"Harrison, Mr. William",Hombre,40.0,0,0,0.0,Southampton,1,No sobrevivió
265,0,3,"Henry, Miss. Delia",Mujer,21.5,0,0,7.75,Queenstown,0,No sobrevivió
266,0,2,"Reeves, Mr. David",Hombre,36.0,0,0,10.5,Southampton,0,No sobrevivió
267,0,3,"Panula, Mr. Ernesti Arvid",Hombre,16.0,4,1,39.6875,Southampton,0,No sobrevivió
268,1,3,"Persson, Mr. Ernst Ulrik",Hombre,25.0,1,0,7.775,Southampton,0,Sobrevivió
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",Mujer,58.0,0,1,153.4625,Southampton,1,Sobrevivió
270,1,1,"Bissette, Miss. Amelia",Mujer,35.0,0,0,135.6333,Southampton,1,Sobrevivió
271,0,1,"Cairns, Mr. Alexander",Hombre,40.0,0,0,31.0,Southampton,0,No sobrevivió
272,1,3,"Tornquist, Mr. William Henry",Hombre,25.0,0,0,0.0,Southampton,0,Sobrevivió
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mujer,41.0,0,1,19.5,Southampton,0,Sobrevivió
274,0,1,"Natsch, Mr. Charles H",Hombre,37.0,0,1,29.7,Cherbourg,1,No sobrevivió
275,1,3,"Healy, Miss. Hanora ""Nora""",Mujer,21.5,0,0,7.75,Queenstown,0,Sobrevivió
276,1,1,"Andrews, Miss. Kornelia Theodosia",Mujer,63.0,1,0,77.9583,Southampton,1,Sobrevivió
277,0,3,"Lindblom, Miss. Augusta Charlotta",Mujer,45.0,0,0,7.75,Southampton,0,No sobrevivió
278,0,2,"Parkes, Mr. Francis ""Frank""",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
279,0,3,"Rice, Master. Eric",Hombre,7.0,4,1,29.125,Queenstown,0,No sobrevivió
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",Mujer,35.0,1,1,20.25,Southampton,0,Sobrevivió
281,0,3,"Duane, Mr. Frank",Hombre,65.0,0,0,7.75,Queenstown,0,No sobrevivió
282,0,3,"Olsson, Mr. Nils Johan Goransson",Hombre,28.0,0,0,7.8542,Southampton,0,No sobrevivió
283,0,3,"de Pelsmaeker, Mr. Alfons",Hombre,16.0,0,0,9.5,Southampton,0,No sobrevivió
284,1,3,"Dorking, Mr. Edward Arthur",Hombre,19.0,0,0,8.05,Southampton,0,Sobrevivió
285,0,1,"Smith, Mr. Richard William",Hombre,40.0,0,0,26.0,Southampton,1,No sobrevivió
286,0,3,"Stankovic, Mr. Ivan",Hombre,33.0,0,0,8.6625,Cherbourg,0,No sobrevivió
287,1,3,"de Mulder, Mr. Theodore",Hombre,30.0,0,0,9.5,Southampton,0,Sobrevivió
288,0,3,"Naidenoff, Mr. Penko",Hombre,22.0,0,0,7.8958,Southampton,0,No sobrevivió
289,1,2,"Hosono, Mr. Masabumi",Hombre,42.0,0,0,13.0,Southampton,0,Sobrevivió
290,1,3,"Connolly, Miss. Kate",Mujer,22.0,0,0,7.75,Queenstown,0,Sobrevivió
291,1,1,"Barber, Miss. Ellen ""Nellie""",Mujer,26.0,0,0,78.85,Southampton,0,Sobrevivió
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",Mujer,19.0,1,0,91.0792,Cherbourg,1,Sobrevivió
293,0,2,"Levy, Mr. Rene Jacques",Hombre,36.0,0,0,12.875,Cherbourg,1,No sobrevivió
294,0,3,"Haas, Miss. Aloisia",Mujer,24.0,0,0,8.85,Southampton,0,No sobrevivió
295,0,3,"Mineff, Mr. Ivan",Hombre,24.0,0,0,7.8958,Southampton,0,No sobrevivió
296,0,1,"Lewy, Mr. Ervin G",Hombre,40.0,0,0,27.7208,Cherbourg,0,No sobrevivió
297,0,3,"Hanna, Mr. Mansour",Hombre,23.5,0,0,7.2292,Cherbourg,0,No sobrevivió
298,0,1,"Allison, Miss. Helen Loraine",Mujer,2.0,1,2,151.55,Southampton,1,No sobrevivió
299,1,1,"Saalfeld, Mr. Adolphe",Hombre,40.0,0,0,30.5,Southampton,1,Sobrevivió
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Mujer,50.0,0,1,247.5208,Cherbourg,1,Sobrevivió
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",Mujer,21.5,0,0,7.75,Queenstown,0,Sobrevivió
302,1,3,"McCoy, Mr. Bernard",Hombre,25.0,2,0,23.25,Queenstown,0,Sobrevivió
303,0,3,"Johnson, Mr. William Cahoone Jr",Hombre,19.0,0,0,0.0,Southampton,0,No sobrevivió
304,1,2,"Keane, Miss. Nora A",Mujer,28.0,0,0,12.35,Queenstown,1,Sobrevivió
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
306,1,1,"Allison, Master. Hudson Trevor",Hombre,0.92,1,2,151.55,Southampton,1,Sobrevivió
307,1,1,"Fleming, Miss. Margaret",Mujer,35.0,0,0,110.8833,Cherbourg,0,Sobrevivió
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Mujer,17.0,1,0,108.9,Cherbourg,1,Sobrevivió
309,0,2,"Abelson, Mr. Samuel",Hombre,30.0,1,0,24.0,Cherbourg,0,No sobrevivió
310,1,1,"Francatelli, Miss. Laura Mabel",Mujer,30.0,0,0,56.9292,Cherbourg,1,Sobrevivió
311,1,1,"Hays, Miss. Margaret Bechstein",Mujer,24.0,0,0,83.1583,Cherbourg,1,Sobrevivió
312,1,1,"Ryerson, Miss. Emily Borie",Mujer,18.0,2,2,262.375,Cherbourg,1,Sobrevivió
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",Mujer,26.0,1,1,26.0,Southampton,0,No sobrevivió
314,0,3,"Hendekovic, Mr. Ignjac",Hombre,28.0,0,0,7.8958,Southampton,0,No sobrevivió
315,0,2,"Hart, Mr. Benjamin",Hombre,43.0,1,1,26.25,Southampton,0,No sobrevivió
316,1,3,"Nilsson, Miss. Helmina Josefina",Mujer,26.0,0,0,7.8542,Southampton,0,Sobrevivió
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",Mujer,24.0,1,0,26.0,Southampton,0,Sobrevivió
318,0,2,"Moraweck, Dr. Ernest",Hombre,54.0,0,0,14.0,Southampton,0,No sobrevivió
319,1,1,"Wick, Miss. Mary Natalie",Mujer,31.0,0,2,164.8667,Southampton,1,Sobrevivió
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Mujer,40.0,1,1,134.5,Cherbourg,1,Sobrevivió
321,0,3,"Dennis, Mr. Samuel",Hombre,22.0,0,0,7.25,Southampton,0,No sobrevivió
322,0,3,"Danoff, Mr. Yoto",Hombre,27.0,0,0,7.8958,Southampton,0,No sobrevivió
323,1,2,"Slayter, Miss. Hilda Mary",Mujer,30.0,0,0,12.35,Queenstown,0,Sobrevivió
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mujer,22.0,1,1,29.0,Southampton,0,Sobrevivió
325,0,3,"Sage, Mr. George John Jr",Hombre,25.0,8,2,69.55,Southampton,0,No sobrevivió
326,1,1,"Young, Miss. Marie Grice",Mujer,36.0,0,0,135.6333,Cherbourg,1,Sobrevivió
327,0,3,"Nysveen, Mr. Johan Hansen",Hombre,61.0,0,0,6.2375,Southampton,0,No sobrevivió
328,1,2,"Ball, Mrs. (Ada E Hall)",Mujer,36.0,0,0,13.0,Southampton,1,Sobrevivió
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mujer,31.0,1,1,20.525,Southampton,0,Sobrevivió
330,1,1,"Hippach, Miss. Jean Gertrude",Mujer,16.0,0,1,57.9792,Cherbourg,1,Sobrevivió
331,1,3,"McCoy, Miss. Agnes",Mujer,21.5,2,0,23.25,Queenstown,0,Sobrevivió
332,0,1,"Partner, Mr. Austen",Hombre,45.5,0,0,28.5,Southampton,1,No sobrevivió
333,0,1,"Graham, Mr. George Edward",Hombre,38.0,0,1,153.4625,Southampton,1,No sobrevivió
334,0,3,"Vander Planke, Mr. Leo Edmondus",Hombre,16.0,2,0,18.0,Southampton,0,No sobrevivió
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Mujer,35.0,1,0,133.65,Southampton,0,Sobrevivió
336,0,3,"Denkoff, Mr. Mitto",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
337,0,1,"Pears, Mr. Thomas Clinton",Hombre,29.0,1,0,66.6,Southampton,1,No sobrevivió
338,1,1,"Burns, Miss. Elizabeth Margaret",Mujer,41.0,0,0,134.5,Cherbourg,1,Sobrevivió
339,1,3,"Dahl, Mr. Karl Edwart",Hombre,45.0,0,0,8.05,Southampton,0,Sobrevivió
340,0,1,"Blackwell, Mr. Stephen Weart",Hombre,45.0,0,0,35.5,Southampton,1,No sobrevivió
341,1,2,"Navratil, Master. Edmond Roger",Hombre,2.0,1,1,26.0,Southampton,1,Sobrevivió
342,1,1,"Fortune, Miss. Alice Elizabeth",Mujer,24.0,3,2,263.0,Southampton,1,Sobrevivió
343,0,2,"Collander, Mr. Erik Gustaf",Hombre,28.0,0,0,13.0,Southampton,0,No sobrevivió
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",Hombre,25.0,0,0,13.0,Southampton,0,No sobrevivió
345,0,2,"Fox, Mr. Stanley Hubert",Hombre,36.0,0,0,13.0,Southampton,0,No sobrevivió
346,1,2,"Brown, Miss. Amelia ""Mildred""",Mujer,24.0,0,0,13.0,Southampton,1,Sobrevivió
347,1,2,"Smith, Miss. Marion Elsie",Mujer,40.0,0,0,13.0,Southampton,0,Sobrevivió
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",Mujer,21.5,1,0,16.1,Southampton,0,Sobrevivió
349,1,3,"Coutts, Master. William Loch ""William""",Hombre,3.0,1,1,15.9,Southampton,0,Sobrevivió
350,0,3,"Dimic, Mr. Jovan",Hombre,42.0,0,0,8.6625,Southampton,0,No sobrevivió
351,0,3,"Odahl, Mr. Nils Martin",Hombre,23.0,0,0,9.225,Southampton,0,No sobrevivió
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",Hombre,40.0,0,0,35.0,Southampton,1,No sobrevivió
353,0,3,"Elias, Mr. Tannous",Hombre,15.0,1,1,7.2292,Cherbourg,0,No sobrevivió
354,0,3,"Arnold-Franchi, Mr. Josef",Hombre,25.0,1,0,17.8,Southampton,0,No sobrevivió
355,0,3,"Yousif, Mr. Wazli",Hombre,25.0,0,0,7.225,Cherbourg,0,No sobrevivió
356,0,3,"Vanden Steen, Mr. Leo Peter",Hombre,28.0,0,0,9.5,Southampton,0,No sobrevivió
357,1,1,"Bowerman, Miss. Elsie Edith",Mujer,22.0,0,1,55.0,Southampton,1,Sobrevivió
358,0,2,"Funk, Miss. Annie Clemmer",Mujer,38.0,0,0,13.0,Southampton,0,No sobrevivió
359,1,3,"McGovern, Miss. Mary",Mujer,21.5,0,0,7.8792,Queenstown,0,Sobrevivió
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",Mujer,21.5,0,0,7.8792,Queenstown,0,Sobrevivió
361,0,3,"Skoog, Mr. Wilhelm",Hombre,40.0,1,4,27.9,Southampton,0,No sobrevivió
362,0,2,"del Carlo, Mr. Sebastiano",Hombre,29.0,1,0,27.7208,Cherbourg,0,No sobrevivió
363,0,3,"Barbara, Mrs. (Catherine David)",Mujer,45.0,0,1,14.4542,Cherbourg,0,No sobrevivió
364,0,3,"Asim, Mr. Adola",Hombre,35.0,0,0,7.05,Southampton,0,No sobrevivió
365,0,3,"O'Brien, Mr. Thomas",Hombre,25.0,1,0,15.5,Queenstown,0,No sobrevivió
366,0,3,"Adahl, Mr. Mauritz Nils Martin",Hombre,30.0,0,0,7.25,Southampton,0,No sobrevivió
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Mujer,60.0,1,0,75.25,Cherbourg,1,Sobrevivió
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",Mujer,21.5,0,0,7.2292,Cherbourg,0,Sobrevivió
369,1,3,"Jermyn, Miss. Annie",Mujer,21.5,0,0,7.75,Queenstown,0,Sobrevivió
370,1,1,"Aubart, Mme. Leontine Pauline",Mujer,24.0,0,0,69.3,Cherbourg,1,Sobrevivió
371,1,1,"Harder, Mr. George Achilles",Hombre,25.0,1,0,55.4417,Cherbourg,1,Sobrevivió
372,0,3,"Wiklund, Mr. Jakob Alfred",Hombre,18.0,1,0,6.4958,Southampton,0,No sobrevivió
373,0,3,"Beavan, Mr. William Thomas",Hombre,19.0,0,0,8.05,Southampton,0,No sobrevivió
374,0,1,"Ringhini, Mr. Sante",Hombre,22.0,0,0,135.6333,Cherbourg,0,No sobrevivió
375,0,3,"Palsson, Miss. Stina Viola",Mujer,3.0,3,1,21.075,Southampton,0,No sobrevivió
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Mujer,35.0,1,0,82.1708,Cherbourg,0,Sobrevivió
377,1,3,"Landergren, Miss. Aurora Adelia",Mujer,22.0,0,0,7.25,Southampton,0,Sobrevivió
378,0,1,"Widener, Mr. Harry Elkins",Hombre,27.0,0,2,211.5,Cherbourg,1,No sobrevivió
379,0,3,"Betros, Mr. Tannous",Hombre,20.0,0,0,4.0125,Cherbourg,0,No sobrevivió
380,0,3,"Gustafsson, Mr. Karl Gideon",Hombre,19.0,0,0,7.775,Southampton,0,No sobrevivió
381,1,1,"Bidois, Miss. Rosalie",Mujer,42.0,0,0,227.525,Cherbourg,0,Sobrevivió
382,1,3,"Nakid, Miss. Maria (""Mary"")",Mujer,1.0,0,2,15.7417,Cherbourg,0,Sobrevivió
383,0,3,"Tikkanen, Mr. Juho",Hombre,32.0,0,0,7.925,Southampton,0,No sobrevivió
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Mujer,35.0,1,0,52.0,Southampton,0,Sobrevivió
385,0,3,"Plotcharsky, Mr. Vasil",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
386,0,2,"Davies, Mr. Charles Henry",Hombre,18.0,0,0,73.5,Southampton,0,No sobrevivió
387,0,3,"Goodwin, Master. Sidney Leonard",Hombre,1.0,5,2,46.9,Southampton,0,No sobrevivió
388,1,2,"Buss, Miss. Kate",Mujer,36.0,0,0,13.0,Southampton,0,Sobrevivió
389,0,3,"Sadlier, Mr. Matthew",Hombre,25.0,0,0,7.7292,Queenstown,0,No sobrevivió
390,1,2,"Lehmann, Miss. Bertha",Mujer,17.0,0,0,12.0,Cherbourg,0,Sobrevivió
391,1,1,"Carter, Mr. William Ernest",Hombre,36.0,1,2,120.0,Southampton,1,Sobrevivió
392,1,3,"Jansson, Mr. Carl Olof",Hombre,21.0,0,0,7.7958,Southampton,0,Sobrevivió
393,0,3,"Gustafsson, Mr. Johan Birger",Hombre,28.0,2,0,7.925,Southampton,0,No sobrevivió
394,1,1,"Newell, Miss. Marjorie",Mujer,23.0,1,0,113.275,Cherbourg,1,Sobrevivió
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Mujer,24.0,0,2,16.7,Southampton,1,Sobrevivió
396,0,3,"Johansson, Mr. Erik",Hombre,22.0,0,0,7.7958,Southampton,0,No sobrevivió
397,0,3,"Olsson, Miss. Elina",Mujer,31.0,0,0,7.8542,Southampton,0,No sobrevivió
398,0,2,"McKane, Mr. Peter David",Hombre,46.0,0,0,26.0,Southampton,0,No sobrevivió
399,0,2,"Pain, Dr. Alfred",Hombre,23.0,0,0,10.5,Southampton,0,No sobrevivió
400,1,2,"Trout, Mrs. William H (Jessie L)",Mujer,28.0,0,0,12.65,Southampton,0,Sobrevivió
401,1,3,"Niskanen, Mr. Juha",Hombre,39.0,0,0,7.925,Southampton,0,Sobrevivió
402,0,3,"Adams, Mr. John",Hombre,26.0,0,0,8.05,Southampton,0,No sobrevivió
403,0,3,"Jussila, Miss. Mari Aina",Mujer,21.0,1,0,9.825,Southampton,0,No sobrevivió
404,0,3,"Hakkarainen, Mr. Pekka Pietari",Hombre,28.0,1,0,15.85,Southampton,0,No sobrevivió
405,0,3,"Oreskovic, Miss. Marija",Mujer,20.0,0,0,8.6625,Southampton,0,No sobrevivió
406,0,2,"Gale, Mr. Shadrach",Hombre,34.0,1,0,21.0,Southampton,0,No sobrevivió
407,0,3,"Widegren, Mr. Carl/Charles Peter",Hombre,51.0,0,0,7.75,Southampton,0,No sobrevivió
408,1,2,"Richards, Master. William Rowe",Hombre,3.0,1,1,18.75,Southampton,0,Sobrevivió
409,0,3,"Birkeland, Mr. Hans Martin Monsen",Hombre,21.0,0,0,7.775,Southampton,0,No sobrevivió
410,0,3,"Lefebre, Miss. Ida",Mujer,21.5,3,1,25.4667,Southampton,0,No sobrevivió
411,0,3,"Sdycoff, Mr. Todor",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
412,0,3,"Hart, Mr. Henry",Hombre,25.0,0,0,6.8583,Queenstown,0,No sobrevivió
413,1,1,"Minahan, Miss. Daisy E",Mujer,33.0,1,0,90.0,Queenstown,1,Sobrevivió
414,0,2,"Cunningham, Mr. Alfred Fleming",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
415,1,3,"Sundman, Mr. Johan Julian",Hombre,44.0,0,0,7.925,Southampton,0,Sobrevivió
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",Mujer,21.5,0,0,8.05,Southampton,0,No sobrevivió
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Mujer,34.0,1,1,32.5,Southampton,0,Sobrevivió
418,1,2,"Silven, Miss. Lyyli Karoliina",Mujer,18.0,0,2,13.0,Southampton,0,Sobrevivió
419,0,2,"Matthews, Mr. William John",Hombre,30.0,0,0,13.0,Southampton,0,No sobrevivió
420,0,3,"Van Impe, Miss. Catharina",Mujer,10.0,0,2,24.15,Southampton,0,No sobrevivió
421,0,3,"Gheorgheff, Mr. Stanio",Hombre,25.0,0,0,7.8958,Cherbourg,0,No sobrevivió
422,0,3,"Charters, Mr. David",Hombre,21.0,0,0,7.7333,Queenstown,0,No sobrevivió
423,0,3,"Zimmerman, Mr. Leo",Hombre,29.0,0,0,7.875,Southampton,0,No sobrevivió
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mujer,28.0,1,1,14.4,Southampton,0,No sobrevivió
425,0,3,"Rosblom, Mr. Viktor Richard",Hombre,18.0,1,1,20.2125,Southampton,0,No sobrevivió
426,0,3,"Wiseman, Mr. Phillippe",Hombre,25.0,0,0,7.25,Southampton,0,No sobrevivió
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Mujer,28.0,1,0,26.0,Southampton,0,Sobrevivió
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Mujer,19.0,0,0,26.0,Southampton,0,Sobrevivió
429,0,3,"Flynn, Mr. James",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",Hombre,32.0,0,0,8.05,Southampton,1,Sobrevivió
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Hombre,28.0,0,0,26.55,Southampton,1,Sobrevivió
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",Mujer,21.5,1,0,16.1,Southampton,0,Sobrevivió
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Mujer,42.0,1,0,26.0,Southampton,0,Sobrevivió
434,0,3,"Kallio, Mr. Nikolai Erland",Hombre,17.0,0,0,7.125,Southampton,0,No sobrevivió
435,0,1,"Silvey, Mr. William Baird",Hombre,50.0,1,0,55.9,Southampton,1,No sobrevivió
436,1,1,"Carter, Miss. Lucile Polk",Mujer,14.0,1,2,120.0,Southampton,1,Sobrevivió
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",Mujer,21.0,2,2,34.375,Southampton,0,No sobrevivió
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",Mujer,24.0,2,3,18.75,Southampton,0,Sobrevivió
439,0,1,"Fortune, Mr. Mark",Hombre,64.0,1,4,263.0,Southampton,1,No sobrevivió
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",Hombre,31.0,0,0,10.5,Southampton,0,No sobrevivió
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Mujer,45.0,1,1,26.25,Southampton,0,Sobrevivió
442,0,3,"Hampe, Mr. Leon",Hombre,20.0,0,0,9.5,Southampton,0,No sobrevivió
443,0,3,"Petterson, Mr. Johan Emil",Hombre,25.0,1,0,7.775,Southampton,0,No sobrevivió
444,1,2,"Reynaldo, Ms. Encarnacion",Mujer,28.0,0,0,13.0,Southampton,0,Sobrevivió
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",Hombre,25.0,0,0,8.1125,Southampton,0,Sobrevivió
446,1,1,"Dodge, Master. Washington",Hombre,4.0,0,2,81.8583,Southampton,1,Sobrevivió
447,1,2,"Mellinger, Miss. Madeleine Violet",Mujer,13.0,0,1,19.5,Southampton,0,Sobrevivió
448,1,1,"Seward, Mr. Frederic Kimber",Hombre,34.0,0,0,26.55,Southampton,0,Sobrevivió
449,1,3,"Baclini, Miss. Marie Catherine",Mujer,5.0,2,1,19.2583,Cherbourg,0,Sobrevivió
450,1,1,"Peuchen, Major. Arthur Godfrey",Hombre,52.0,0,0,30.5,Southampton,1,Sobrevivió
451,0,2,"West, Mr. Edwy Arthur",Hombre,36.0,1,2,27.75,Southampton,0,No sobrevivió
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",Hombre,25.0,1,0,19.9667,Southampton,0,No sobrevivió
453,0,1,"Foreman, Mr. Benjamin Laventall",Hombre,30.0,0,0,27.75,Cherbourg,1,No sobrevivió
454,1,1,"Goldenberg, Mr. Samuel L",Hombre,49.0,1,0,89.1042,Cherbourg,1,Sobrevivió
455,0,3,"Peduzzi, Mr. Joseph",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
456,1,3,"Jalsevac, Mr. Ivan",Hombre,29.0,0,0,7.8958,Cherbourg,0,Sobrevivió
457,0,1,"Millet, Mr. Francis Davis",Hombre,65.0,0,0,26.55,Southampton,1,No sobrevivió
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",Mujer,35.0,1,0,51.8625,Southampton,1,Sobrevivió
459,1,2,"Toomey, Miss. Ellen",Mujer,50.0,0,0,10.5,Southampton,0,Sobrevivió
460,0,3,"O'Connor, Mr. Maurice",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
461,1,1,"Anderson, Mr. Harry",Hombre,48.0,0,0,26.55,Southampton,1,Sobrevivió
462,0,3,"Morley, Mr. William",Hombre,34.0,0,0,8.05,Southampton,0,No sobrevivió
463,0,1,"Gee, Mr. Arthur H",Hombre,47.0,0,0,38.5,Southampton,1,No sobrevivió
464,0,2,"Milling, Mr. Jacob Christian",Hombre,48.0,0,0,13.0,Southampton,0,No sobrevivió
465,0,3,"Maisner, Mr. Simon",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
466,0,3,"Goncalves, Mr. Manuel Estanslas",Hombre,38.0,0,0,7.05,Southampton,0,No sobrevivió
467,0,2,"Campbell, Mr. William",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
468,0,1,"Smart, Mr. John Montgomery",Hombre,56.0,0,0,26.55,Southampton,0,No sobrevivió
469,0,3,"Scanlan, Mr. James",Hombre,25.0,0,0,7.725,Queenstown,0,No sobrevivió
470,1,3,"Baclini, Miss. Helene Barbara",Mujer,0.75,2,1,19.2583,Cherbourg,0,Sobrevivió
471,0,3,"Keefe, Mr. Arthur",Hombre,25.0,0,0,7.25,Southampton,0,No sobrevivió
472,0,3,"Cacic, Mr. Luka",Hombre,38.0,0,0,8.6625,Southampton,0,No sobrevivió
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Mujer,33.0,1,2,27.75,Southampton,0,Sobrevivió
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Mujer,23.0,0,0,13.7917,Cherbourg,1,Sobrevivió
475,0,3,"Strandberg, Miss. Ida Sofia",Mujer,22.0,0,0,9.8375,Southampton,0,No sobrevivió
476,0,1,"Clifford, Mr. George Quincy",Hombre,40.0,0,0,52.0,Southampton,1,No sobrevivió
477,0,2,"Renouf, Mr. Peter Henry",Hombre,34.0,1,0,21.0,Southampton,0,No sobrevivió
478,0,3,"Braund, Mr. Lewis Richard",Hombre,29.0,1,0,7.0458,Southampton,0,No sobrevivió
479,0,3,"Karlsson, Mr. Nils August",Hombre,22.0,0,0,7.5208,Southampton,0,No sobrevivió
480,1,3,"Hirvonen, Miss. Hildur E",Mujer,2.0,0,1,12.2875,Southampton,0,Sobrevivió
481,0,3,"Goodwin, Master. Harold Victor",Hombre,9.0,5,2,46.9,Southampton,0,No sobrevivió
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
